	Genes	GO_term	GO_id	TAIR_id	GO_slim
20710	AT5G50320	aminopeptidase activity	0004177	1519.0	hydrolase activity | catalytic activity
20711	AT5G50330	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20712	AT5G50335	ATP binding	0005524	894.0	other binding | nucleotide binding
20713	AT5G50340	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20714	AT5G50350	protein binding	0005515	3877.0	protein binding
20715	AT5G50360	microtubule binding	0008017	3214.0	protein binding
20716	AT5G50361	large ribosomal subunit rRNA binding	0070180	31082.0	RNA binding
20717	AT5G50370	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20718	AT5G50375	NAD+ nucleotidase, cyclic ADP-ribose generating	0061809	53245.0	hydrolase activity
20719	AT5G50380	O-acetyltransferase activity	0016413	1171.0	transferase activity
20720	AT5G50390	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20721	AT5G50400	protein binding	0005515	3877.0	protein binding
20722	AT5G50410	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20723	AT5G50420	pyridoxal phosphate binding	0030170	8613.0	other binding
20724	AT5G50430	Hsp90 protein binding	0051879	22743.0	protein binding
20725	AT5G50440	potassium:proton antiporter activity	0015386	3813.0	transporter activity
20726	AT5G50443	2 iron, 2 sulfur cluster binding	0051537	21610.0	other binding
20727	AT5G50450	nucleic acid binding	0003676	3376.0	nucleic acid binding
20728	AT5G50460	metalloendopeptidase activity	0004222	3176.0	hydrolase activity | catalytic activity
20729	AT5G50530	serine-type endopeptidase activity	0004252	4112.0	hydrolase activity | catalytic activity
20730	AT5G50540	protein binding	0005515	3877.0	protein binding
20731	AT5G50630	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20732	AT5G50640	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20733	AT5G50720	double-stranded DNA binding	0003690	2198.0	DNA binding
20734	AT5G50740	gibberellin 20-oxidase activity	0045544	12255.0	catalytic activity
20735	AT5G50750	magnesium ion binding	0000287	3101.0	other binding
20736	AT5G50760	fructokinase activity	0008865	2392.0	transferase activity | kinase activity
20737	AT5G50780	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20738	AT5G50790	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20739	AT5G50800	protein dimerization activity	0046983	15253.0	protein binding
20740	AT5G50810	protein dimerization activity	0046983	15253.0	protein binding
20741	AT5G50820	L-ascorbic acid binding	0031418	21015.0	carbohydrate binding | other binding
20742	AT5G50840	peroxidase activity	0004601	3626.0	catalytic activity
20743	AT5G50850	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	0016705	3495.0	catalytic activity
20744	AT5G50860	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20745	AT5G50870	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20746	AT5G50890	oxidoreductase activity, acting on CH-OH group of donors	0016614	3461.0	catalytic activity
20747	AT5G50900	protein binding	0005515	3877.0	protein binding
20748	AT5G50915	oxidoreductase activity, acting on CH-OH group of donors	0016614	3461.0	catalytic activity
20749	AT5G50920	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20750	AT5G50930	zinc ion binding	0008270	4661.0	other binding
20751	AT5G50940	snoRNA binding	0030515	9776.0	RNA binding
20752	AT5G50950	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20753	AT5G50960	nuclear import signal receptor activity	0061608	47584.0	transporter activity
20754	AT5G50970	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20755	AT5G50990	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20756	AT5G51010	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20757	AT5G51020	mRNA binding	0003729	3091.0	RNA binding
20758	AT5G51030	transmembrane transporter activity	0022857	27431.0	transporter activity
20759	AT5G51040	chaperone binding	0051087	18977.0	protein binding
20760	AT5G51050	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20761	AT5G51060	RNA binding	0003723	1217.0	RNA binding
20762	AT5G51070	4-hydroxy-tetrahydrodipicolinate reductase	0008839	2142.0	catalytic activity
20763	AT5G51080	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20764	AT5G51090	RNA-DNA hybrid ribonuclease activity	0004523	4049.0	catalytic activity | nuclease activity
20765	AT5G51100	protein binding	0005515	3877.0	protein binding
20766	AT5G51105	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20767	AT5G51110	ubiquitin conjugating enzyme binding	0031624	21915.0	protein binding
20768	AT5G51120	ubiquitin-protein transferase activity	0004842	4573.0	transferase activity | catalytic activity
20769	AT5G51130	ubiquitin-protein transferase activity	0004842	4573.0	transferase activity | catalytic activity
20770	AT5G51140	lipid binding	0008289	3020.0	lipid binding
20771	AT5G51150	carbohydrate derivative binding	0097367	43118.0	other binding
20772	AT5G51160	protein phosphatase inhibitor activity	0004864	3898.0	enzyme regulator activity
20773	AT5G51170	GTP binding	0005525	1035.0	nucleotide binding | other binding
20774	AT5G51180	protein binding	0005515	3877.0	protein binding
20775	AT5G51190	methyl-CpG binding	0008327	3190.0	nucleotide binding | DNA binding
20776	AT5G51200	protein binding	0005515	3877.0	protein binding
20777	AT5G51210	protein binding	0005515	3877.0	protein binding
20778	AT5G51220	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20779	AT5G51230	SNAP receptor activity	0005484	1256.0	other molecular functions
20780	AT5G51260	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20781	AT5G51270	protein binding	0005515	3877.0	protein binding
20782	AT5G51280	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20783	AT5G51290	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20784	AT5G51300	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	0016705	3495.0	catalytic activity
20785	AT5G51310	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20786	AT5G51330	actin binding	0003779	1353.0	protein binding
20787	AT5G51340	structural constituent of ribosome	0003735	4271.0	structural molecule activity
20788	AT5G51350	nucleic acid binding	0003676	3376.0	nucleic acid binding
20789	AT5G51370	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20790	AT5G51380	heme binding	0020037	9668.0	other binding
20791	AT5G51390	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20792	AT5G51400	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20793	AT5G51410	proton motive force dependent protein transmembrane transporter activity	0009977	13478.0	transporter activity
20794	AT5G51430	transmembrane transporter activity	0022857	27431.0	transporter activity
20795	AT5G51440	histone-glutamine methyltransferase activity	1990259	46843.0	catalytic activity | transferase activity
20796	AT5G51450	rRNA methyltransferase activity	0008649	4001.0	catalytic activity | transferase activity
20797	AT5G51451	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20798	AT5G51460	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20799	AT5G51465	proline-tRNA ligase activity	0004827	3841.0	catalytic activity
20800	AT5G51470	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20801	AT5G51480	RNA binding	0003723	1217.0	RNA binding
20802	AT5G51510	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20803	AT5G51530	protein binding	0005515	3877.0	protein binding
20804	AT5G51540	UTP:galactose-1-phosphate uridylyltransferase activity	0017103	8545.0	transferase activity
20805	AT5G51545	carotene beta-ring hydroxylase activity	0010291	25141.0	catalytic activity
20806	AT5G51550	Rab GTPase binding	0017137	8668.0	protein binding
20807	AT5G51560	transcription regulatory region sequence-specific DNA binding	0000976	35767.0	nucleic acid binding | DNA binding
20808	AT5G51570	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20809	AT5G51580	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20810	AT5G51585	zinc ion binding	0008270	4661.0	other binding
20811	AT5G51590	protein binding	0005515	3877.0	protein binding
20812	AT5G51600	mRNA binding	0003729	3091.0	RNA binding
20813	AT5G51620	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20814	AT5G51630	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20815	AT5G51640	metal ion binding	0046872	13966.0	other binding
20816	AT5G51660	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20817	AT5G51670	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20818	AT5G51680	chromatin binding	0003682	1936.0	chromatin binding
20819	AT5G51690	dehydropipecolic acid reductase	0062046	55723.0	catalytic activity
20820	AT5G51700	protein binding	0005515	3877.0	protein binding
20821	AT5G51710	NADH dehydrogenase (ubiquinone) activity	0008137	1152.0	catalytic activity
20822	AT5G51720	RNA binding	0003723	1217.0	RNA binding
20823	AT5G51730	ATPase-coupled transmembrane transporter activity	0042626	14104.0	transporter activity
20824	AT5G51740	protein binding	0005515	3877.0	protein binding
20825	AT5G51750	ATP binding	0005524	894.0	nucleotide binding | other binding
20826	AT5G51770	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20827	AT5G51780	DNA binding	0003677	961.0	DNA binding
20828	AT5G51790	pyruvate kinase activity	0004743	3980.0	transferase activity
20829	AT5G51795	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20830	AT5G51810	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20831	AT5G51820	chromatin binding	0003682	1936.0	chromatin binding
20832	AT5G51830	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20833	AT5G51840	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20834	AT5G51850	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20835	AT5G51870	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20836	AT5G51880	protein phosphatase binding	0019903	9736.0	protein binding
20837	AT5G51890	ATPase activity	0016887	907.0	hydrolase activity
20838	AT5G51910	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20839	AT5G51920	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20840	AT5G51940	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20841	AT5G51950	hydrolase activity	0016787	2757.0	hydrolase activity
20842	AT5G51960	protein binding	0005515	3877.0	protein binding
20843	AT5G51970	structural constituent of ribosome	0003735	4271.0	structural molecule activity
20844	AT5G51980	protein binding	0005515	3877.0	protein binding
20845	AT5G51990	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20846	AT5G52000	polysaccharide binding	0030247	8585.0	carbohydrate binding
20847	AT5G52010	protein binding	0005515	3877.0	protein binding
20848	AT5G52020	intracellular cyclic nucleotide activated cation channel activity	0005221	2891.0	transporter activity
20849	AT5G52030	protein serine/threonine phosphatase activity	0004722	3908.0	hydrolase activity | catalytic activity
20850	AT5G52040	protein binding	0005515	3877.0	protein binding
20851	AT5G52045	ATP-dependent peptidase activity	0004176	904.0	hydrolase activity | catalytic activity
20852	AT5G52050	RNA binding	0003723	1217.0	RNA binding
20853	AT5G52060	protein binding	0005515	3877.0	protein binding
20854	AT5G52070	DNA-binding transcription factor activity	0003700	4449.0	DNA-binding transcription factor activity
20855	AT5G52100	protein binding	0005515	3877.0	protein binding
20856	AT5G52110	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20857	AT5G52120	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20858	AT5G52170	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20859	AT5G52180	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20860	AT5G52190	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20861	AT5G52200	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20862	AT5G52210	protein binding	0005515	3877.0	protein binding
20863	AT5G52220	ubiquitin conjugating enzyme activity	0061631	48903.0	transferase activity | catalytic activity
20864	AT5G52230	motor activity	0003774	3252.0	motor activity
20865	AT5G52240	protein binding	0005515	3877.0	protein binding
20866	AT5G52250	ubiquitin binding	0043130	18481.0	protein binding
20867	AT5G52270	transferase activity, transferring glycosyl groups	0016757	14916.0	transferase activity
20868	AT5G52280	ATP binding	0005524	894.0	nucleotide binding | other binding
20869	AT5G52290	zinc ion binding	0008270	4661.0	other binding
20870	AT5G52300	enzyme inhibitor activity	0004857	2267.0	enzyme regulator activity
20871	AT5G52310	diacylglycerol O-acyltransferase activity	0004144	2123.0	transferase activity
20872	AT5G52320	long-chain-alcohol O-fatty-acyltransferase activity	0047196	15750.0	transferase activity
20873	AT5G52330	unfolded protein binding	0051082	18978.0	protein binding
20874	AT5G52340	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20875	AT5G52350	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20876	AT5G52370	molecular_function_unknown	0003674	3226.0	unknown molecular functions
20877	AT5G52380	cyclin-dependent protein serine/threonine kinase activity	0004693	2019.0	transferase activity | kinase activity | catalytic activity
20878	AT5G52390	glutamate synthase activity	0015930	2514.0	catalytic activity
20879	AT5G52400	fatty-acyl-CoA binding	0000062	1370.0	other binding | nucleotide binding
